ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
215,92,73,Chang (2013) HOW AND WHY EMPLOYEES ENGAGE IN CORPORATE VOLUNTEERING,2013,1,1,1,1,obligatory prosocial motivation,Gebauer et al (2008).,2,1,,0,corporate volunteering_cognitive,pb,,1,2,347,0.24,SK,18,0,0.4,0.93,0.96,0.423333757
216,92,73,Chang (2013) HOW AND WHY EMPLOYEES ENGAGE IN CORPORATE VOLUNTEERING,2013,1,1,1,1,obligatory prosocial motivation,Gebauer et al (2008).,2,1,,0,corporate volunteering_emotional,wb,2,,2,347,0.24,SK,18,0,0.37,0.93,0.95,0.393639297
217,92,73,Chang (2013) HOW AND WHY EMPLOYEES ENGAGE IN CORPORATE VOLUNTEERING,2013,1,1,1,1,obligatory prosocial motivation,Gebauer et al (2008).,2,1,,0,affective commitment,wb,2,,2,347,0.24,SK,18,0,0.28,0.93,0.93,0.301075269
218,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,altruism,pb,,1,2,131,0.61,US,91,1,0.56,0.92,0.76,0.669710823
219,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,conscientiousness,pb,,1,2,131,0.61,US,91,1,0.32,0.92,0.66,0.410661602
220,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,sportsmanship,pb,,1,2,131,0.61,US,91,1,0.27,0.92,0.81,0.312771621
221,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,courtesy,pb,,1,2,131,0.61,US,91,1,0.54,0.92,0.73,0.658928688
222,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,civil virtue,pb,,1,2,131,0.61,US,91,1,0.49,0.92,0.71,0.606279651
223,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,altruism,pb,,1,2,131,0.61,US,91,1,0.18,0.92,0.85,0.203549073
224,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,conscientiousness,pb,,1,2,131,0.61,US,91,1,0.07,0.92,0.83,0.080106006
225,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,sportsmanship,pb,,1,2,131,0.61,US,91,1,0.09,0.92,0.88,0.100024701
226,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,courtesy,pb,,1,2,131,0.61,US,91,1,0.14,0.92,0.86,0.157392813
227,93,74,"Connell, P. W. (2005). Transformational leadership, leader-member exchange (LMX), and OCB: The role of motives.",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,civil virtue,pb,,1,2,131,0.61,US,91,1,0.29,0.92,0.75,0.349118974
228,94,75,"Dongwon, C. (2017). Personal, relational, and performance implications of job crafting (Doctoral dissertation).",2017,1,1,1,1,prosocial motivation,De Dreu & Nauta (2009),1,3,,0,work engagement,wb,2,,2,358,0.15,SK,18,0,0.54,0.82,0.96,0.608627003
229,94,75,"Dongwon, C. (2017). Personal, relational, and performance implications of job crafting (Doctoral dissertation).",2017,1,1,1,1,prosocial motivation,De Dreu & Nauta (2009),1,3,,0,job meaningfulness,wb,2,,2,358,0.15,SK,18,0,0.54,0.82,0.95,0.611821918
230,94,75,"Dongwon, C. (2017). Personal, relational, and performance implications of job crafting (Doctoral dissertation).",2017,1,1,1,0,prosocial motivation,De Dreu & Nauta (2009),1,3,,0,task peformance,perf,,,2,358,0.15,SK,18,0,0.2,0.82,0.98,0.223105374
231,94,75,"Dongwon, C. (2017). Personal, relational, and performance implications of job crafting (Doctoral dissertation).",2017,1,1,1,0,prosocial motivation,De Dreu & Nauta (2009),1,3,,0,contextual performance,pb,,,2,358,0.15,SK,18,0,0.24,0.82,0.95,0.271920852
232,95,76,"Dudley, N. M. (2005). Do Knowledge and Skills Matter?: Their Incremental Validity Above and Beyond Traits, Motives, and Job Attitudes in the Prediction of Helping (Doctoral dissertation, George Mason University).",2005,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,affective commitment,wb,2,,2,89,,US,91,1,0.39,0.84,0.82,0.469913625
233,95,76,"Dudley, N. M. (2005). Do Knowledge and Skills Matter?: Their Incremental Validity Above and Beyond Traits, Motives, and Job Attitudes in the Prediction of Helping (Doctoral dissertation, George Mason University).",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,helping_task_boss,pb,,1,2,89,,US,91,1,0.08,0.84,0.97,0.088626679
234,95,76,"Dudley, N. M. (2005). Do Knowledge and Skills Matter?: Their Incremental Validity Above and Beyond Traits, Motives, and Job Attitudes in the Prediction of Helping (Doctoral dissertation, George Mason University).",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,helping_interpersonal_boss,pb,,1,2,89,,US,91,1,0.05,0.84,0.93,0.056570353
235,95,76,"Dudley, N. M. (2005). Do Knowledge and Skills Matter?: Their Incremental Validity Above and Beyond Traits, Motives, and Job Attitudes in the Prediction of Helping (Doctoral dissertation, George Mason University).",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,helping_task_peer,pb,,1,2,89,,US,91,1,-0.13,0.84,0.91,-0.148690429
236,95,76,"Dudley, N. M. (2005). Do Knowledge and Skills Matter?: Their Incremental Validity Above and Beyond Traits, Motives, and Job Attitudes in the Prediction of Helping (Doctoral dissertation, George Mason University).",2005,1,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,helping_interpersonal_peer,pb,,1,2,89,,US,91,1,-0.07,0.84,0.9,-0.080507649
237,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,Emotional exhaustion Time 1,wb,2,,2,82,0.54,"snowball sampling of NGO workers, possibly international",,,-0.01,0.89,0.82,-0.011705718
238,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,work engagement,wb,2,,2,82,0.54,"snowball sampling of NGO workers, possibly international",,,0.24,0.89,0.85,0.27593499
239,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,Intentions to turnover Time 1,wb,2,,2,82,0.54,"snowball sampling of NGO workers, possibly international",,,0.04,0.89,0.7,0.050677592
240,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,Emotional exhaustion Time 2,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0,0.89,0.91,0
241,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,work engagement,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0.15,0.89,0.9,0.167600381
242,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T1,Grant (2008),1,2,,0,Intentions to turnover Time 2,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0.01,0.89,0.64,0.013249974
243,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T2,Grant (2008),1,2,,0,work engagement,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0.07,0.93,0.85,0.078731242
244,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T2,Grant (2008),1,2,,0,Emotional exhaustion Time 2,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0,0.93,0.91,0
245,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T2,Grant (2008),1,2,,0,work engagement,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,0.42,0.93,0.9,0.459078085
246,96,77,"Foo, S. C. (2011). Catch-22 in Humanitarian and Development Work: Emotional Exhaustion, Withdrawal, Health, and Work Motives of These Workers.",2012,1,1,1,1,prosocial motivation_T2,Grant (2008),1,2,,0,Intentions to turnover Time 2,wb,2,,2,63,0.54,"snowball sampling of NGO workers, possibly international",,,-0.09,0.93,0.64,-0.116657066
247,97,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,1,obligation,Brummel & Parker (2015),2,1,,0,OCBI,pb,,1,2,8015,0.73,"snowball sampling of NGO workers, possibly international",,,0.39,0.81,0.86,0.467275351
248,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,1,obligation,Brummel & Parker (2015),2,1,,0,work engagement,wb,2,,2,207,0.7,US,91,1,0.15,0.8,0.81,0.186338998
249,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,1,obligation,Brummel & Parker (2015),2,1,,0,performance,perf,,,2,207,0.7,US,91,1,0.04,0.8,0.73,0.052342392
250,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,1,obligation,Brummel & Parker (2015),2,1,,0,OCBI,pb,,1,2,207,0.7,US,91,1,0.2,0.8,0.87,0.239731651
251,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,1,obligation,Brummel & Parker (2015),2,1,,0,OCBO,pb,,1,2,207,0.7,US,91,1,0.12,0.8,0.71,0.159223468
252,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,0,obligation,Brummel & Parker (2015),2,1,,0,work engagement,wb,2,,2,207,0.7,US,91,1,0.28,0.8,0.77,0.356753034
253,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,0,obligation,Brummel & Parker (2015),2,1,,0,performance,perf,,,2,207,0.7,US,91,1,0.13,0.8,0.92,0.151532031
254,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,0,obligation,Brummel & Parker (2015),2,1,,0,OCBI,pb,,1,2,207,0.7,US,91,1,0.12,0.8,0.79,0.150946382
255,98,78,"Brummel, B. J., & Parker, K. N. (2015). Obligation and entitlement in society and the workplace. Applied Psychology, 64(1), 127-160.",2015,0,1,1,0,obligation,Brummel & Parker (2015),2,1,,0,OCBO,pb,,1,2,207,0.7,US,91,1,0.19,0.8,0.68,0.257604919
256,99,79,"Alford, W. A. (2014). Effects of Leader-member Exchange and Public Service Motivation on Job Satisfaction and Organizational Commitment in a Public Workforce Sample (Doctoral dissertation, University of Central Arkansas, Department of Leadership Studies).",2014,1,1,1,1,public service motivation,Perry (1996),3,1,,0,job satisafaction,wb,2,,2,130,0.69,US,91,1,0.1,0.87,0.86,0.115608868
257,99,79,"Alford, W. A. (2014). Effects of Leader-member Exchange and Public Service Motivation on Job Satisfaction and Organizational Commitment in a Public Workforce Sample (Doctoral dissertation, University of Central Arkansas, Department of Leadership Studies).",2014,1,1,1,1,public service motivation,Perry (1996),3,1,,0,commitment,wb,2,,2,130,0.69,US,91,1,0.16,0.87,0.89,0.181829922
258,100,80,"Freshwater, E. K. (2011). Individual predictors of service organizational citizenship behaviors (Doctoral dissertation, Walden University).",2011,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCB,pb,,1,2,243,0.708,US,91,1,0.378,0.889,0.845,0.436126589
259,100,80,"Freshwater, E. K. (2011). Individual predictors of service organizational citizenship behaviors (Doctoral dissertation, Walden University).",2011,1,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,job satisafaction,wb,2,,2,243,0.708,US,91,1,0.134,0.889,0.843,0.154789013
260,101,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,work engagement,wb,2,,2,217,0.656,SK,18,0,0.39,0.91,0.892,0.432873982
261,101,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job stress,wb,2,,2,217,0.656,SK,18,0,0.08,0.91,0.85,0.090961964
262,101,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job satisafaction,wb,2,,2,217,0.656,SK,18,0,0.21,0.91,0.843,0.239764461
263,101,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,0,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job performance,perf,,,2,217,0.656,SK,18,0,0.06,0.91,0.95,0.064531053
264,101,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,0,prosocial motivation,Grant & Sumanth (2009),1,2,,0,customer-oriented performance,perf,,,2,217,0.656,SK,18,0,0.02,0.91,0.97,0.02128744
265,102,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,work engagement,wb,2,,2,122,,SK,18,0,0.75,0.94,0.892,0.819058477
266,102,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job stress,wb,2,,2,122,,SK,18,0,0.23,0.94,0.84,0.258835754
267,102,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job satisafaction,wb,2,,2,122,,SK,18,0,0.43,0.94,0.843,0.483048504
268,102,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,turnover intention,wb,2,,2,122,,SK,18,0,0.28,0.94,0.83,0.316996932
269,103,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,work engagement,wb,2,,2,46,,SK,18,0,0.6,0.94,0.892,0.655246781
270,103,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job stress,wb,2,,2,46,,SK,18,0,0.12,0.94,0.88,0.131939849
271,103,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,turnover intention,wb,2,,2,46,,SK,18,0,0.07,0.94,0.83,0.079249233
272,103,81,"Jung, J. H. (2015). Empirical investigation of challenge and hindrance appraisals of customer demands (Doctoral dissertation, Oklahoma State University).",2015,1,1,1,1,prosocial motivation,Grant & Sumanth (2009),1,2,,0,job satisafaction,wb,2,,2,46,,SK,18,0,0.24,0.94,0.843,0.269608467
273,104,82,"Yi, R. R. (2013). Reinventing the workplace for Millennials through relational job design and relational mentoring (Doctoral dissertation, The Claremont Graduate University).",2013,1,1,1,1,prosocial motivation,Grant (2007),1,2,,0,traditional mentoring,pb,,1,2,128,,US,91,1,0.38,0.9,0.91,0.419895911
